Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Collision Type Description,Weather Description,Illumination Description,Street Address,City,State,Precinct,Lat,Long,HarmfulCodes,HarmfulDescriptions,ObjectId,Zip Code,RPA,Weather,IlluACCIDEmination,Collision Type,Reporting Officer,x,y
20180008705,1/3/2018 10:40:00 PM,2,2,0,,N,Front to Rear,CLEAR,DUSK,MAIN ST & N 8TH ST,NASHVILLE,TN,EAST,36.17546,-86.75855,12,MOTOR VEHICLE IN TRANSPORT,245,37206,1119,21,5,11,197435,-9657917.608,4324791.3335
20180008724,1/3/2018 10:15:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,RECOVERY RD & HARDING PL,NASHVILLE,TN,SOUTH,36.0804,-86.71793,12,MOTOR VEHICLE IN TRANSPORT,246,37211,8705,21,1,11,240943,-9653395.8102,4311689.9349
20180008734,1/3/2018 11:19:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,ANTIOCH PKE & CANDY LN,NASHVILLE,TN,SOUTH,36.08918,-86.6936,12,MOTOR VEHICLE IN TRANSPORT,247,37211,8845,21,3,11,716886,-9650687.407,4312899.3511
20180008782,1/3/2018 11:01:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 53 3 I 24,NASHVILLE,TN,SOUTH,36.11448,-86.72456,12,MOTOR VEHICLE IN TRANSPORT,248,37210,88141,21,3,11,256379,-9654133.8585,4316385.0986
20180008786,1/3/2018 11:03:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 90 9 I 65,MADISON,TN,MADISO,36.24642,-86.74449,12,MOTOR VEHICLE IN TRANSPORT,249,37115,20044,21,3,11,240961,-9656352.4559,4334581.5749
20180008794,1/3/2018 6:00:00 AM,2,1,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,W TRINITY LN & LUCAS LN,NASHVILLE,TN,EAST,36.20608,-86.7711,12,MOTOR VEHICLE IN TRANSPORT,250,37207,1863,21,3,11,212344,-9659314.6676,4329014.8387
20180008804,1/3/2018 9:45:00 PM,2,0,0,,N,,,,GARFIELD ST & ROSA L PARKS BLVD,NASHVILLE,TN,NORTH,36.18045,-86.79669,,,251,37208,4343,,,,772946,-9662163.3333,4325479.506
20180008826,1/3/2018 11:16:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,GRANNY WHITE PKE & BILTMORE DR,NASHVILLE,TN,MIDTOW,36.09207,-86.80197,12,MOTOR VEHICLE IN TRANSPORT,252,37204,7023,21,3,11,298874,-9662751.1003,4313297.4686
20180008834,1/3/2018 11:12:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N ENT RAMP & I 65,NASHVILLE,TN,EAST,36.24656,-86.74404,12,MOTOR VEHICLE IN TRANSPORT,253,37207,1829,21,1,11,151132,-9656302.3622,4334600.8993
20180008839,1/3/2018 11:21:00 PM,2,1,0,,N,Front to Rear,CLEAR,DUSK,MM 49 5 I 24,NASHVILLE,TN,CENTRA,36.15905,-86.76,12,MOTOR VEHICLE IN TRANSPORT,254,37210,4008,21,5,11,240966,-9658079.0212,4322528.534
20180008840,1/3/2018 10:55:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,CANE RIDGE RD & BELL RD,ANTIOCH,TN,SOUTH,36.04453,-86.66154,12,MOTOR VEHICLE IN TRANSPORT,255,37013,8721,21,1,11,876597,-9647118.5042,4306750.3626
20180008849,1/3/2018 11:23:00 PM,2,1,0,,N,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - LIGHTED,STEWARTS FERRY PKE & I40 E EXT RAMP,NASHVILLE,TN,HERMIT,36.15501,-86.62711,12,MOTOR VEHICLE IN TRANSPORT,256,37214,8955,21,3,6,256386,-9643285.7741,4321971.525
20180008852,1/3/2018 10:55:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 53 9 I 24,NASHVILLE,TN,SOUTH,36.1074,-86.72004,12,MOTOR VEHICLE IN TRANSPORT,257,37211,88122,21,1,11,240943,-9653630.6944,4315409.5273
20180008858,1/3/2018 11:16:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N ENT RAMP & I 65,NASHVILLE,TN,EAST,36.24691,-86.74364,12,MOTOR VEHICLE IN TRANSPORT,258,37207,1829,21,1,11,151132,-9656257.8344,4334649.2104
20180008869,1/3/2018 11:30:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,BERKLEY DR & GALLATIN PKES,MADISON,TN,MADISO,36.24668,-86.72117,12,MOTOR VEHICLE IN TRANSPORT,259,37115,1505,21,3,11,240989,-9653756.4854,4334617.4631
20180008884,1/3/2018 11:10:00 PM,2,0,0,,Y,SIDESWIPE - OPPOSITE DIRECTION,CLOUDY,DARK - LIGHTED,SKYLINE MEMORIAL CT & DICKERSON PKE,MADISON,TN,MADISO,36.24389,-86.75658,12,MOTOR VEHICLE IN TRANSPORT,260,37115,2009,22,3,6,109550,-9657698.3086,4334232.362
20180008897,1/3/2018 9:38:00 PM,2,0,0,,N,Front to Rear,CLEAR,DUSK,MM 205 3 I 40,NASHVILLE,TN,WEST,36.15432,-86.83386,12,MOTOR VEHICLE IN TRANSPORT,261,37209,45045,21,5,11,110059,-9666301.0788,4321876.3952
20180008907,1/3/2018 11:22:00 PM,2,0,0,,N,,,,OLD HICKORY BLVD & HERMITAGE MARKETPLACE,HERMITAGE,TN,HERMIT,36.19368,-86.61783,,,262,37076,9531,,,,345098,-9642252.7292,4327304.2718
20180008923,1/3/2018 11:20:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,SHELBY AV & S 6TH ST,NASHVILLE,TN,EAST,36.16862,-86.75956,12,MOTOR VEHICLE IN TRANSPORT,263,37206,1043,21,3,11,197047,-9658030.0406,4323848.0981
20180008924,1/3/2018 11:36:00 PM,1,0,0,,N,,,,MM 210 0 I 40,NASHVILLE,TN,MIDTOW,36.14836,-86.77707,,,264,37203,8002,,,,206681,-9659979.2449,4321054.7286
20180008925,1/3/2018 11:33:00 PM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,TWIN HILLS DR & PAULA DR,MADISON,TN,MADISO,36.29932,-86.68933,50,DEER (ANIMAL),265,37115,1721,21,2,0,226827,-9650212.0728,4341885.8906
20180008936,1/3/2018 6:00:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - NOT LIGHTED,OLD HICKORY BLVD & SIMPKINS RD,WHITES CREEK,TN,NORTH,36.28349,-86.8668,12,MOTOR VEHICLE IN TRANSPORT,266,37189,3305,21,2,11,197070,-9669967.9428,4339699.6
20180008937,1/3/2018 11:49:00 PM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,BRICK CHURCH PKE & CHESAPEAKE DR,NASHVILLE,TN,MADISO,36.2464,-86.77904,1;34;47;63,DITCH;FIRE HYDRANT;Ran Off Road-Right,267,37207,2037,21,2,0,151132,-9660198.5443,4334578.8143
20180008947,1/3/2018 11:50:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,I40 E ENT RAMP & I 40,NASHVILLE,TN,WEST,36.14872,-86.77516,12,MOTOR VEHICLE IN TRANSPORT,268,37205,4903,21,3,5,134869,-9659766.6247,4321104.3577
20180008954,1/3/2018 11:45:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,I40 E ENT RAMP & I 40,NASHVILLE,TN,WEST,36.15526,-86.76001,12,MOTOR VEHICLE IN TRANSPORT,269,37205,4903,21,3,11,240977,-9658080.1344,4322005.9926
20180008967,1/3/2018 11:40:00 PM,2,0,0,,N,ANGLE,CLEAR,DARK - NOT LIGHTED,TUSCULUM RD & NOLENSVILLE PKE,NASHVILLE,TN,SOUTH,36.05907,-86.71622,12,MOTOR VEHICLE IN TRANSPORT,270,37211,8715,21,2,4,212327,-9653205.4539,4308752.36
20180009022,1/3/2018 11:20:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,LEBANON PKE & BRILEY PKWY N ENT RAMP,NASHVILLE,TN,HERMIT,36.16842,-86.688,12,MOTOR VEHICLE IN TRANSPORT,271,37214,9121,21,3,11,161948,-9650064.0179,4323820.5193
20180009039,1/4/2018 12:19:00 AM,7,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,HILLSBORO PKE & TYNE BLVD,NASHVILLE,TN,MIDTOW,36.07887,-86.83693,12,MOTOR VEHICLE IN TRANSPORT,272,37215,6311,21,3,11,163667,-9666642.8297,4311479.1963
20180009041,1/4/2018 12:19:00 AM,2,1,0,Y,N,Front to Rear,CLEAR,Dark-Unknown Lighting,PERCY WARNER BLVD & HIGHLAND PARK DR,NASHVILLE,TN,WEST,36.08331,-86.88905,12;38,MOTOR VEHICLE IN TRANSPORT;FENCE,273,37205,4911,21,7,11,110059,-9672444.8015,4312090.7629
20180009044,1/4/2018 12:21:00 AM,2,1,0,,N,Front to Rear,CLEAR,DARK - NOT LIGHTED,I40 W EXT RAMP & I 40,NASHVILLE,TN,CENTRA,36.11375,-86.91981,12,MOTOR VEHICLE IN TRANSPORT,274,37203,4119,21,2,11,596389,-9675868.989,4316284.506
20180009054,1/4/2018 12:21:00 AM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,OLD HICKORY BLVD & BULL RUN RD,NASHVILLE,TN,NORTH,36.23068,-86.91022,1,,275,37218,3237,21,2,0,256380,-9674801.4351,4332409.185
20180009056,1/4/2018 12:18:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - NOT LIGHTED,I40 W EXT RAMP & I 40,NASHVILLE,TN,CENTRA,36.11375,-86.91981,12,MOTOR VEHICLE IN TRANSPORT,276,37203,4119,21,2,11,596389,-9675868.989,4316284.506
20180009060,1/3/2018 11:50:00 PM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,SIDCO DR & POWELL AV,NASHVILLE,TN,MIDTOW,36.0935,-86.75928,24,GUARDRAIL FACE,277,37204,8531,21,3,0,298874,-9657998.8712,4313494.4665
20180009064,1/3/2018 6:00:00 AM,2,1,0,,N,ANGLE,CLEAR,DARK - LIGHTED,RICHARDSON AV & DICKERSON PKE,NASHVILLE,TN,EAST,36.19175,-86.77273,12,MOTOR VEHICLE IN TRANSPORT,278,37207,1911,21,3,4,212344,-9659496.1183,4327038.0548
20180009070,1/4/2018 12:25:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 53 5 I 24,NASHVILLE,TN,SOUTH,36.11235,-86.72345,12,MOTOR VEHICLE IN TRANSPORT,279,37210,88141,21,3,11,240943,-9654010.2938,4316091.5912
20180009081,1/4/2019 3:17:00 PM,2,0,0,,N,Front to Rear,RAIN,DAYLIGHT,MM 87 7 I 65,NASHVILLE,TN,EAST,36.21209,-86.77577,12,MOTOR VEHICLE IN TRANSPORT,280,37207,1804,2,1,11,676834,-9659834.5296,4329844.0094
20180009095,1/4/2018 12:44:00 AM,1,1,0,,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DUSK,S 5TH ST & SYLVAN ST,NASHVILLE,TN,EAST,36.16632,-86.76151,8,PEDESTRIAN,281,37206,1013,21,5,0,240966,-9658247.1137,4323530.9467
20180009109,1/3/2018 6:00:00 AM,2,0,0,,Y,Front to Rear,CLEAR,DARK - LIGHTED,MM 218 0 I 40,NASHVILLE,TN,HERMIT,36.14092,-86.66183,12,MOTOR VEHICLE IN TRANSPORT,282,37217,89020,21,3,11,197056,-9647150.7868,4320029.1117
20180009110,1/4/2018 12:47:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 213 0 I 40,NASHVILLE,TN,HERMIT,36.14073,-86.73228,12,MOTOR VEHICLE IN TRANSPORT,283,37210,8219,21,3,11,206681,-9654993.2449,4320002.9212
20180009171,1/4/2018 1:18:00 AM,1,0,1,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,DICKERSON PKE & E TRINITY LN,NASHVILLE,TN,EAST,36.20658,-86.76835,8,PEDESTRIAN,284,37207,1861,21,3,0,345098,-9659008.539,4329083.8189
20180009191,1/4/2018 1:12:00 AM,2,0,0,,N,,,,CHARLOTTE PKE & OCEOLA AV,NASHVILLE,TN,WEST,36.14916,-86.8625,,,285,37209,5025,,,,716875,-9669489.269,4321165.0158
20180009213,1/4/2018 12:30:00 AM,2,0,0,,N,ANGLE,CLEAR,DARK - LIGHTED,MM 212 0 I 40,NASHVILLE,TN,HERMIT,36.14746,-86.74429,12,MOTOR VEHICLE IN TRANSPORT,286,37210,90041,21,3,4,206681,-9656330.192,4320930.6569
20180009229,1/4/2018 12:04:00 AM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,MM 79 7 I 65,NASHVILLE,TN,MIDTOW,36.11032,-86.77053,12,MOTOR VEHICLE IN TRANSPORT,287,37204,8504,21,3,5,298874,-9659251.2155,4315811.8709
20180009259,1/4/2018 1:49:00 AM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,0 CHARLOTTE AV,NASHVILLE,TN,MIDTOW,36.15742,-86.80224,14,PARKED MOTOR VEHICLE,288,37209,5341,21,3,5,256422,-9662781.1565,4322303.7967
20180009266,1/4/2018 1:51:00 AM,2,0,0,,N,ANGLE,CLEAR,DARK - LIGHTED,4TH AVS & I40 W EXT RAMP,NASHVILLE,TN,CENTRA,36.1509,-86.77064,12,MOTOR VEHICLE IN TRANSPORT,289,37203,4007,21,3,4,2840559,-9659263.4606,4321404.8943
20180009287,1/2/2018 6:00:00 AM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,UNKNOWN,UNKNOWN,BROOKSTONE CT & HICKORY WOODS DR,ANTIOCH,TN,SOUTH,36.02716,-86.58297,7,,290,37013,8967,99,9,0,206683,-9638372.1318,4304359.19
20180009363,1/4/2018 2:20:00 AM,1,2,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,FOSTER AV & MURFREESBORO PKE,NASHVILLE,TN,SOUTH,36.13879,-86.74092,30,UTILITY POLE,291,37210,8113,21,3,0,240943,-9655955.0453,4319735.5055
20180009414,1/3/2018 6:00:00 AM,2,0,0,,N,ANGLE,CLEAR,DARK - LIGHTED,CLARKSVILLE PKE & W HAMILTON AV,NASHVILLE,TN,NORTH,36.20741,-86.83985,12,MOTOR VEHICLE IN TRANSPORT,292,37218,3103,21,3,4,197070,-9666967.8826,4329198.3269
20180009427,1/4/2018 2:38:00 AM,2,1,0,,N,Front to Rear,CLEAR,Dark-Unknown Lighting,BELL RD & ARBOR COMMON,ANTIOCH,TN,SOUTH,36.04485,-86.66837,12,MOTOR VEHICLE IN TRANSPORT,293,37013,8753,21,7,11,240970,-9647878.8163,4306794.4191
20180009486,1/4/2018 3:05:00 AM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,XAVIER DR & HAWAIIAN VIEW,ANTIOCH,TN,SOUTH,36.07509,-86.67454,19;40,BUILDING;MAIL BOX,294,37013,8899,21,2,0,179598,-9648565.6575,4310958.5654
20180009503,1/4/2018 2:07:00 AM,1,0,0,,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,ASH ST & 5TH AVS,NASHVILLE,TN,CENTRA,36.15181,-86.77295,27,H-WAY TRAFFIC SIGNAL POST,295,37203,4007,21,3,0,714641,-9659520.6086,4321530.3501
20180009620,1/4/2018 3:50:00 AM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,BRUNSWICK DR & LORRAINE AV,NASHVILLE,TN,EAST,36.21598,-86.76255,34;63,DITCH;Ran Off Road-Right,296,37207,1823,21,2,0,197058,-9658362.8859,4330380.7278
20180009742,1/4/2018 4:35:00 AM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,I24 W ENT RAMP & I 24,NASHVILLE,TN,EAST,36.17023,-86.76688,34,DITCH,297,37206,1009,21,3,0,109535,-9658844.8993,4324070.1095
20180010080,1/4/2018 6:52:00 AM,1,0,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,WEST END AV & BROADWAY,NASHVILLE,TN,MIDTOW,36.15416,-86.79319,43,OTHER FIXED OBJECTS,298,37203,5703,21,3,0,197050,-9661773.7151,4321854.3362
20180010100,1/4/2018 7:02:00 AM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MM 211 0 I 40,NASHVILLE,TN,HERMIT,36.15424,-86.7593,1,,299,37210,82020,21,3,0,191569,-9658001.0976,4321865.3657
20180010613,1/4/2018 10:37:00 AM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,I40 E ENT RAMP & I 40,NASHVILLE,TN,WEST,36.11153,-86.92155,34,DITCH,300,37205,4903,21,2,0,212312,-9676062.685,4315978.5999
20180010645,1/4/2018 11:00:00 AM,2,0,0,,Y,Front to Rear,CLEAR,DARK - NOT LIGHTED,MM 43 4 I 24,NASHVILLE,TN,MADISO,36.24009,-86.78616,12,MOTOR VEHICLE IN TRANSPORT,301,37207,2014,21,2,11,192379,-9660991.1391,4333707.8738
20180010734,1/4/2018 11:47:00 AM,5,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 211 8 I 40,NASHVILLE,TN,HERMIT,36.14896,-86.74631,12,MOTOR VEHICLE IN TRANSPORT,302,37210,90022,21,3,11,191569,-9656555.0574,4321137.4439
20180010743,1/4/2018 11:30:00 AM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,CATSPAW DR & CATSPAW PL,ANTIOCH,TN,SOUTH,36.00891,-86.62921,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,303,37013,8765,21,3,5,110090,-9643519.545,4301847.4436
20180010762,1/4/2018 12:00:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAWN,MM 212 9 I 40,NASHVILLE,TN,HERMIT,36.1412,-86.73148,12,MOTOR VEHICLE IN TRANSPORT,304,37210,82061,21,4,11,256493,-9654904.1893,4320067.7085
20180010796,1/4/2018 12:15:00 PM,3,0,0,,N,Front to Rear,CLEAR,DAWN,MM 55 4 I 24,NASHVILLE,TN,SOUTH,36.09007,-86.70334,12,MOTOR VEHICLE IN TRANSPORT,305,37211,8812,21,4,11,223502,-9651771.6589,4313021.9532
20180010800,1/4/2018 12:22:00 PM,3,2,0,,N,Front to Rear,CLEAR,DAWN,MM 210 6 I 40,NASHVILLE,TN,HERMIT,36.15303,-86.76534,12,MOTOR VEHICLE IN TRANSPORT,306,37210,8202,21,4,11,332216,-9658673.4673,4321698.5459
20180010831,1/4/2018 12:55:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 81 1 I 65,NASHVILLE,TN,MIDTOW,36.13097,-86.77365,12,MOTOR VEHICLE IN TRANSPORT,307,37204,80040,21,1,11,594473,-9659598.5323,4318657.639
20180010836,1/4/2018 12:51:00 PM,2,0,0,,Y,ANGLE,CLEAR,DAYLIGHT,HAYWOOD LN & HOLLIS HILL DR,NASHVILLE,TN,SOUTH,36.06844,-86.71357,12,MOTOR VEHICLE IN TRANSPORT,308,37211,8711,21,1,4,225805,-9652910.4573,4310042.7015
20180010837,1/4/2018 12:50:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 212 2 I 40,NASHVILLE,TN,HERMIT,36.14516,-86.74034,12,MOTOR VEHICLE IN TRANSPORT,309,37210,90041,21,1,11,262749,-9655890.48,4320613.5912
20180010849,1/4/2018 1:10:00 PM,2,3,0,,N,Front to Rear,CLOUDY,DAYLIGHT,MM 38 5 I 24,WHITES CREEK,TN,NORTH,36.30447,-86.8142,12,MOTOR VEHICLE IN TRANSPORT,310,37189,33181,22,1,11,414668,-9664112.5376,4342597.2558
20180010853,1/4/2018 12:55:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,ANTIOCH PKE & HARDING PL,NASHVILLE,TN,SOUTH,36.08705,-86.69192,12,MOTOR VEHICLE IN TRANSPORT,311,37211,8847,21,1,11,429188,-9650500.3903,4312605.9382
20180010857,1/4/2018 1:11:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,SMITH SPRINGS RD & BELL RD,NASHVILLE,TN,HERMIT,36.09059,-86.62754,12,MOTOR VEHICLE IN TRANSPORT,312,37217,8935,21,1,11,191578,-9643333.6415,4313093.5865
20180010877,1/4/2018 1:20:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N EXT RAMP & HARDING PL,NASHVILLE,TN,MIDTOW,36.0821,-86.7617,12,MOTOR VEHICLE IN TRANSPORT,313,37220,8601,21,1,11,544482,-9658268.2644,4311924.0938
20180010894,1/4/2018 1:30:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAWN,MM 210 7 I 40,NASHVILLE,TN,HERMIT,36.15313,-86.76513,12,MOTOR VEHICLE IN TRANSPORT,314,37210,8202,21,4,11,332216,-9658650.0902,4321712.3326
20180010947,1/4/2018 6:00:00 AM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MAIN ST & INTERSTATE DR,NASHVILLE,TN,CENTRA,36.17118,-86.76889,12,MOTOR VEHICLE IN TRANSPORT,315,37213,1107,21,1,11,226576,-9659068.6515,4324201.1122
20180011064,1/4/2018 2:30:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,ROSA L PARKS BLVD & I65 S ENT RAMP,NASHVILLE,TN,NORTH,36.18476,-86.79817,12,MOTOR VEHICLE IN TRANSPORT,316,37208,4403,21,1,5,279229,-9662328.0862,4326073.9348
20180011069,1/4/2018 2:36:00 PM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MURFREESBORO PKE & POLK AV,NASHVILLE,TN,SOUTH,36.14222,-86.74261,30,UTILITY POLE,317,37210,8117,21,1,0,755026,-9656143.1753,4320208.312
20180011089,1/4/2018 2:47:00 PM,3,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 209 6 I 40,NASHVILLE,TN,CENTRA,36.14969,-86.78332,12,MOTOR VEHICLE IN TRANSPORT,318,37203,40040,21,1,11,538214,-9660674.9917,4321238.0817
20180011142,1/4/2018 3:05:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 56 0 I 24,NASHVILLE,TN,SOUTH,36.08274,-86.69788,12,MOTOR VEHICLE IN TRANSPORT,319,37211,8708,21,1,11,225805,-9651163.8545,4312012.249
20180011166,1/4/2018 3:10:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,NOLENSVILLE PKE & I440 E EXT RAMP,NASHVILLE,TN,SOUTH,36.12174,-86.75058,12,MOTOR VEHICLE IN TRANSPORT,320,37210,8321,21,1,4,226136,-9657030.3916,4317385.564
20180011173,1/4/2018 3:22:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,BRILEY PKWY & GLASTONBURY RD,NASHVILLE,TN,HERMIT,36.1372,-86.69967,12,MOTOR VEHICLE IN TRANSPORT,321,37217,88943,21,1,11,109534,-9651363.1163,4319516.3398
20180011176,1/3/2018 7:00:00 PM,2,1,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MURFREESBORO PKE & OLD HICKORY BLVD,ANTIOCH,TN,SOUTH,36.03921,-86.60278,12,MOTOR VEHICLE IN TRANSPORT,322,37013,8867,21,1,11,267478,-9640577.3709,4306017.9497
20180011234,1/4/2018 3:45:00 PM,3,2,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 87 7 I 65,NASHVILLE,TN,EAST,36.21131,-86.77587,12,MOTOR VEHICLE IN TRANSPORT,323,37207,1804,21,1,11,179602,-9659845.6615,4329736.3929
20180011269,1/4/2018 3:54:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,OLD HICKORY BLVDW & N GRAYCROFT AV,MADISON,TN,MADISO,36.26445,-86.73228,12,MOTOR VEHICLE IN TRANSPORT,324,37115,1777,21,1,4,224955,-9654993.2449,4337070.5618
20180011277,1/4/2018 4:00:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,NOLENSVILLE PKE & ROSEDALE AV,NASHVILLE,TN,SOUTH,36.12492,-86.75215,12,MOTOR VEHICLE IN TRANSPORT,325,37210,8101,21,1,11,481573,-9657205.1632,4317823.8134
20180011281,1/4/2018 3:47:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,8TH AVS & MCGAVOCK ST,NASHVILLE,TN,CENTRA,36.15753,-86.78123,12,MOTOR VEHICLE IN TRANSPORT,326,37203,4075,21,1,5,538214,-9660442.334,4322318.9629
