Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Collision Type Description,Weather Description,Illumination Description,Street Address,City,State,Precinct,Lat,Long,HarmfulCodes,HarmfulDescriptions,ObjectId,Zip Code,RPA,Weather,IlluACCIDEmination,Collision Type,Reporting Officer,x,y
20180011348,1/4/2018 4:25:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,POWELL AV & OLD POWELL AV,NASHVILLE,TN,MIDTOW,36.11035,-86.76689,12,MOTOR VEHICLE IN TRANSPORT,327,37204,8525,21,1,4,226136,-9658846.0125,4315816.0047
20180011360,1/4/2018 4:23:00 PM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,E TRINITY LN & EDWIN ST,NASHVILLE,TN,EAST,36.20483,-86.75351,12,MOTOR VEHICLE IN TRANSPORT,328,37207,1835,21,1,5,665896,-9657356.5577,4328842.3903
20180011365,1/4/2018 4:30:00 PM,2,1,0,,N,Front to Rear,,,HERMAN ST & 12TH AVN,NASHVILLE,TN,NORTH,36.16708,-86.79653,13,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,329,37203,5421,,,11,224464,-9662145.5222,4323635.7435
20180011419,1/4/2018 4:37:00 PM,2,1,0,,N,Front to Rear,CLOUDY,,I40 W ENT RAMP & ROBERTSON AV,NASHVILLE,TN,WEST,36.15394,-86.85809,12,MOTOR VEHICLE IN TRANSPORT,330,37209,4698,22,,11,226600,-9668998.3501,4321824.0052
20180011422,1/4/2018 4:51:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,BRILEY PKWY & GLASTONBURY RD,NASHVILLE,TN,HERMIT,36.1372,-86.69967,12,MOTOR VEHICLE IN TRANSPORT,331,37217,88943,21,1,11,191578,-9651363.1163,4319516.3398
20180011481,1/4/2018 5:05:00 PM,2,0,0,,N,OTHER,CLEAR,DAYLIGHT,MONROE ST & 10TH AVN,NASHVILLE,TN,NORTH,36.17445,-86.79573,12,MOTOR VEHICLE IN TRANSPORT,332,37208,4301,21,1,98,279229,-9662056.4666,4324652.0494
20180011483,1/4/2018 5:19:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,E PALESTINE AV & GALLATIN PKES,MADISON,TN,MADISO,36.24939,-86.71941,12,MOTOR VEHICLE IN TRANSPORT,333,37115,1507,21,1,11,375570,-9653560.5631,4334991.5349
20180011519,1/4/2018 5:35:00 PM,2,4,0,,N,ANGLE,CLEAR,DAYLIGHT,MURFREESBORO PKE & AIR FREIGHT BLVD,NASHVILLE,TN,SOUTH,36.11015,-86.6825,12,MOTOR VEHICLE IN TRANSPORT,334,37217,8841,21,1,4,191578,-9649451.7607,4315788.4464
20180011521,1/4/2018 5:35:00 PM,2,1,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,NOLENSVILLE PKE & ASH GROVE DR,NASHVILLE,TN,SOUTH,36.04956,-86.71382,12,MOTOR VEHICLE IN TRANSPORT,335,37211,8717,21,1,5,298878,-9652938.2871,4307442.8962
20180011534,1/4/2018 5:45:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,I40 E ENT RAMP & I 40,NASHVILLE,TN,WEST,36.1633,-86.81925,12,MOTOR VEHICLE IN TRANSPORT,336,37205,4903,21,1,5,717625,-9664674.7011,4323114.5274
20180011546,1/4/2018 5:23:00 PM,2,0,0,,Y,ANGLE,CLEAR,DAYLIGHT,NOLENSVILLE RD & PETTUS RD,ANTIOCH,TN,SOUTH,35.99548,-86.68787,12;13,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,337,37013,8767,21,1,4,225805,-9650049.5464,4299999.4448
20180011564,1/4/2018 5:56:00 PM,2,0,0,,Y,ANGLE,CLEAR,DAYLIGHT,MURFREESBORO PKE & FRANKLIN LIMESTONE RD,NASHVILLE,TN,SOUTH,36.09423,-86.65322,12,MOTOR VEHICLE IN TRANSPORT,338,37217,8853,21,1,4,716886,-9646192.326,4313595.0332
20180011588,1/4/2018 6:00:00 PM,2,0,0,,N,REAR-TO-REAR,CLEAR,DAYLIGHT,GRAND AV & 20TH AVS,NASHVILLE,TN,MIDTOW,36.14735,-86.7985,12,MOTOR VEHICLE IN TRANSPORT,339,37212,6709,21,1,3,226136,-9662364.8216,4320915.4927
20180011611,1/4/2018 6:17:00 PM,2,1,0,,Y,Front to Rear,CLEAR,DAYLIGHT,CLARKSVILLE PKE & W HAMILTON RD,NASHVILLE,TN,NORTH,36.20908,-86.83942,12,MOTOR VEHICLE IN TRANSPORT,340,37218,3141,21,1,11,414668,-9666920.0152,4329428.7263
20180011679,1/4/2018 6:30:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,BRILEY PKWYS & BRILEY PKWY S ENT RAMP,NASHVILLE,TN,SOUTH,36.21391,-86.69201,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,341,37211,88962,21,1,5,799013,-9650510.409,4330095.1185
20180011695,1/4/2018 6:52:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,21ST AVS & BERNARD AV,NASHVILLE,TN,MIDTOW,36.13149,-86.80148,12,MOTOR VEHICLE IN TRANSPORT,342,37212,5901,21,1,4,594473,-9662696.5537,4318729.3097
20180011698,1/4/2018 6:00:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,CHARLOTTE AV & 6TH AVN,NASHVILLE,TN,CENTRA,36.16448,-86.78511,12,MOTOR VEHICLE IN TRANSPORT,343,37219,4157,21,1,4,224953,-9660874.2536,4323277.2324
20180011714,1/4/2018 8:15:00 PM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,I40 E EXT RAMP & I 40,NASHVILLE,TN,HERMIT,36.15603,-86.82445,1;64,Ran Off Road-Left,344,37214,8955,21,1,0,226622,-9665253.5624,4322112.1533
20180011737,1/4/2018 6:07:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,LEBANON PKE & TYLER DR,HERMITAGE,TN,HERMIT,36.20139,-86.61762,12,MOTOR VEHICLE IN TRANSPORT,345,37076,9719,21,1,4,134899,-9642229.3521,4328367.8263
20180011738,1/4/2018 6:20:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,DR D B TODD JR BLVD & UNDERWOOD ST,NASHVILLE,TN,NORTH,36.173,-86.8081,12,MOTOR VEHICLE IN TRANSPORT,346,37208,4475,21,1,11,226098,-9663433.4887,4324452.0902
20180011856,1/4/2018 7:54:00 PM,2,0,0,,Y,ANGLE,CLEAR,DAYLIGHT,HICKORY ST & BRAWNER AV,MADISON,TN,MADISO,36.26016,-86.71184,12,MOTOR VEHICLE IN TRANSPORT,347,37115,1605,21,1,4,493304,-9652717.8745,4336478.2882
20180011864,1/4/2018 7:03:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N EXT RAMP & I 65,NASHVILLE,TN,EAST,36.03995,-86.78132,12,MOTOR VEHICLE IN TRANSPORT,348,37207,1863,21,1,11,226136,-9660452.3528,4306119.8237
20180011899,1/4/2018 8:00:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,HILLSBORO PKE & GREEN HILLS VILLAGE DR,NASHVILLE,TN,MIDTOW,36.10702,-86.81315,12,MOTOR VEHICLE IN TRANSPORT,349,37215,6411,21,1,4,481573,-9663995.6522,4315357.1686
20180011911,1/4/2018 8:23:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MM 212 0 I 40,NASHVILLE,TN,HERMIT,36.14729,-86.74405,12,MOTOR VEHICLE IN TRANSPORT,350,37210,90041,21,1,5,137982,-9656303.4753,4320907.2213
20180011944,1/4/2018 8:47:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,GALLATIN PKEN & RIVERGATE STATION PVTDR,MADISON,TN,MADISO,36.29492,-86.70094,12,MOTOR VEHICLE IN TRANSPORT,351,37115,1721,21,1,11,151132,-9651504.4921,4341278.1595
20180011955,1/4/2018 8:49:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,4TH AVS & I40 W EXT RAMP,NASHVILLE,TN,CENTRA,36.15086,-86.77061,12,MOTOR VEHICLE IN TRANSPORT,352,37203,4007,21,1,5,716886,-9659260.121,4321399.3798
20180011969,1/4/2018 8:56:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 94 4 I 65,MADISON,TN,MADISO,36.29202,-86.72071,12,MOTOR VEHICLE IN TRANSPORT,353,37115,17042,21,1,11,151132,-9653705.2784,4340877.6282
20180011975,1/4/2018 8:58:00 PM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,803 LINCOYA BAY DR,NASHVILLE,TN,HERMIT,36.14375,-86.62186,18;38,OTHER OBJECT (NOT FIXED);FENCE,354,37214,8957,22,1,0,240967,-9642701.3468,4320419.2207
20180011984,1/4/2018 9:02:00 PM,2,0,0,,N,HEAD-ON,CLEAR,DAYLIGHT,WEDGEWOOD AV & 12TH AVS,NASHVILLE,TN,MIDTOW,36.13616,-86.78867,12,MOTOR VEHICLE IN TRANSPORT,355,37203,6913,21,1,2,212318,-9661270.551,4319372.9885
20180011985,1/4/2018 9:00:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,LEBANON PKE & DOWNEYMEADE DR,NASHVILLE,TN,HERMIT,36.18202,-86.6413,12,MOTOR VEHICLE IN TRANSPORT,356,37214,9403,21,1,11,134899,-9644865.3977,4325696.0343
20180011992,1/4/2018 8:45:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 209 0 I 40,NASHVILLE,TN,CENTRA,36.15813,-86.79119,12,MOTOR VEHICLE IN TRANSPORT,357,37203,4104,21,1,11,240943,-9661551.0761,4322401.6878
20180012000,1/4/2018 9:08:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,LAFAYETTE ST & ASH ST,NASHVILLE,TN,CENTRA,36.15212,-86.77223,12,MOTOR VEHICLE IN TRANSPORT,358,37210,4005,21,1,4,134871,-9659440.4586,4321573.0882
20180012013,1/4/2018 9:10:00 PM,3,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 79 5 I 65,NASHVILLE,TN,MIDTOW,36.10675,-86.76807,12,MOTOR VEHICLE IN TRANSPORT,359,37204,70042,21,1,11,909486,-9658977.3695,4315319.9665
20180012071,1/4/2018 9:33:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,MM 54 3 I 24,NASHVILLE,TN,SOUTH,36.10275,-86.71404,12,MOTOR VEHICLE IN TRANSPORT,360,37211,84020,22,1,11,240983,-9652962.7774,4314768.8397
20180012088,1/4/2018 9:43:00 PM,2,1,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 6 4 I 440,NASHVILLE,TN,SOUTH,36.12384,-86.74656,12,MOTOR VEHICLE IN TRANSPORT,361,37210,83040,21,1,11,716886,-9656582.8873,4317674.972
20180012119,1/4/2018 9:20:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 79 6 I 65,NASHVILLE,TN,MIDTOW,36.10783,-86.76881,12,MOTOR VEHICLE IN TRANSPORT,362,37204,8504,21,1,11,909486,-9659059.7459,4315468.7756
20180012146,1/4/2018 10:04:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 54 6 I 24,NASHVILLE,TN,SOUTH,36.09876,-86.71039,12,MOTOR VEHICLE IN TRANSPORT,363,37211,84021,21,1,11,240943,-9652556.4613,4314219.1187
20180012147,1/4/2018 10:00:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,OLD HICKORY BLVD & FRIST BLVD,HERMITAGE,TN,HERMIT,36.18043,-86.60625,12,MOTOR VEHICLE IN TRANSPORT,364,37076,9561,21,1,11,179604,-9640963.6495,4325476.7477
20180012159,1/4/2018 10:05:00 PM,3,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,LEWIS RD & BRIARVILLE RD,MADISON,TN,MADISO,36.24461,-86.73627,12,MOTOR VEHICLE IN TRANSPORT,365,37115,1791,21,1,11,240961,-9655437.4097,4334331.7416
20180012163,1/4/2018 9:46:00 PM,3,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MM 212 1 I 40,NASHVILLE,TN,HERMIT,36.14683,-86.74302,12,MOTOR VEHICLE IN TRANSPORT,366,37210,90041,21,1,5,256426,-9656188.8163,4320843.8075
20180012180,1/4/2018 9:15:00 PM,2,0,0,,N,,,,LEBANON PKE & OMOHUNDRO PL,NASHVILLE,TN,HERMIT,36.15447,-86.73959,,,367,37210,9011,,,,212311,-9655806.9904,4321897.0755
20180012212,1/4/2018 10:09:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,DUE WEST AVE & ARGLE AV,MADISON,TN,MADISO,36.24763,-86.71568,12,MOTOR VEHICLE IN TRANSPORT,368,37115,1505,21,1,4,151132,-9653145.3414,4334748.5938
20180012250,1/4/2018 10:39:00 PM,2,0,0,,N,OTHER,CLEAR,DAYLIGHT,WOODLAND ST & N 14TH ST,NASHVILLE,TN,EAST,36.17715,-86.74577,12,MOTOR VEHICLE IN TRANSPORT,369,37206,1239,21,1,98,151130,-9656494.9449,4325024.397
20180012255,1/4/2018 10:39:00 PM,3,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 1 5 I 440,NASHVILLE,TN,WEST,36.15134,-86.82247,12,MOTOR VEHICLE IN TRANSPORT,370,37209,5232,21,1,11,256499,-9665033.1498,4321465.5541
20180012274,1/4/2018 10:10:00 PM,3,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MURFREESBORO PKE & PLUS PARK BLVD,NASHVILLE,TN,HERMIT,36.13402,-86.72256,12,MOTOR VEHICLE IN TRANSPORT,371,37217,8815,21,1,11,240943,-9653911.2195,4319078.0217
20180012275,1/4/2018 10:13:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,HILLSBORO PKE & 21ST AVS,NASHVILLE,TN,MIDTOW,36.12531,-86.80561,12,MOTOR VEHICLE IN TRANSPORT,372,37212,6507,21,1,4,240987,-9663156.3032,4317877.5622
20180012287,1/4/2018 6:00:00 AM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,BRICK CHURCH PKE & FERN AV,NASHVILLE,TN,NORTH,36.19578,-86.77668,12,MOTOR VEHICLE IN TRANSPORT,373,37207,3003,21,1,11,197070,-9659935.8303,4327593.9456
20180012308,1/4/2018 11:00:00 PM,2,1,0,,N,Front to Rear,CLEAR,DARK - NOT LIGHTED,ELM HILL PKE & MCGAVOCK PKE,NASHVILLE,TN,HERMIT,36.1527,-86.68301,12,MOTOR VEHICLE IN TRANSPORT,374,37214,9115,21,2,11,212311,-9649508.5336,4321653.0501
20180012317,1/4/2018 10:58:00 PM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DUSK,I440 E EXT RAMP & I 440,NASHVILLE,TN,WEST,36.1405,-86.82349,12,MOTOR VEHICLE IN TRANSPORT,375,37205,5249,21,5,5,887592,-9665146.6957,4319971.2169
20180012319,1/4/2018 10:55:00 PM,2,1,0,,N,ANGLE,CLEAR,DUSK,BLUE HOLE RD & BELL RD,ANTIOCH,TN,SOUTH,36.0464,-86.67403,12,MOTOR VEHICLE IN TRANSPORT,376,37013,8721,21,5,4,256388,-9648508.8846,4307007.8202
20180012335,1/4/2018 11:40:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MURFREESBORO PKE & PHILFRE CT,NASHVILLE,TN,SOUTH,36.12821,-86.71306,12,MOTOR VEHICLE IN TRANSPORT,377,37211,8803,21,3,11,716886,-9652853.6843,4318277.2412
20180012350,1/4/2018 9:37:00 PM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,I40 E EXT RAMP & I 40,NASHVILLE,TN,HERMIT,36.14361,-86.70034,1,,378,37214,8955,21,1,0,197054,-9651437.7004,4320399.9217
20180012361,1/4/2018 6:00:00 AM,2,0,0,,Y,Front to Rear,CLEAR,DARK - LIGHTED,BRICK CHURCH PKE & ARTIC AV,NASHVILLE,TN,NORTH,36.20373,-86.77714,12,MOTOR VEHICLE IN TRANSPORT,379,37207,3003,21,3,11,279117,-9659987.0373,4328690.6379
20180012363,1/4/2018 11:18:00 PM,2,0,0,,N,ANGLE,CLEAR,DARK - LIGHTED,JAMES ROBERTSON PKWY & GAY ST,NASHVILLE,TN,CENTRA,36.16824,-86.78213,12,MOTOR VEHICLE IN TRANSPORT,380,37219,4203,21,3,4,690942,-9660542.5216,4323795.6985
20180012376,1/4/2018 11:15:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,ROSA L PARKS BLVD & JAMES ROBERTSON PKWY,NASHVILLE,TN,CENTRA,36.16699,-86.78714,12,MOTOR VEHICLE IN TRANSPORT,381,37219,4203,21,3,11,714641,-9661100.2322,4323623.3333
20180012377,1/4/2018 11:20:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 80 8 I 65,NASHVILLE,TN,MIDTOW,36.12614,-86.7727,12,MOTOR VEHICLE IN TRANSPORT,382,37204,80040,21,3,11,279228,-9659492.7788,4317991.9516
20180012409,1/4/2018 11:33:00 PM,2,1,0,,N,HEAD-ON,CLEAR,DARK - LIGHTED,RICHARDS RD & APOLLO DR,ANTIOCH,TN,SOUTH,36.06774,-86.66649,12;18;68,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);Cross Center Line,383,37013,8897,21,3,2,876597,-9647669.5356,4309946.2993
20180012471,1/4/2018 11:54:00 PM,3,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,EAST THOMPSON LN & EAST THOMPSON LN PVTD,NASHVILLE,TN,SOUTH,36.11053,-86.7268,12,MOTOR VEHICLE IN TRANSPORT,384,37211,8337,21,3,11,256384,-9654383.2141,4315840.8072
20180012488,1/4/2018 11:13:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DUSK,20TH AVN & HUBBS ALY,NASHVILLE,TN,MIDTOW,36.15406,-86.80132,12,MOTOR VEHICLE IN TRANSPORT,385,37203,5511,21,5,5,134869,-9662678.7426,4321840.5493
20180012495,1/4/2018 11:30:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,EAST THOMPSON LN & LAWNDALE DR,NASHVILLE,TN,SOUTH,36.12561,-86.71312,12,MOTOR VEHICLE IN TRANSPORT,386,37217,8879,21,3,5,716886,-9652860.3635,4317918.9077
20180012498,1/5/2018 12:00:00 AM,2,0,0,,N,,,,MM 4 0 I 440,NASHVILLE,TN,MIDTOW,36.11601,-86.78901,,,387,37204,7010,,,,212318,-9661308.3997,4316595.9328
20180012502,1/5/2018 12:10:00 AM,2,1,0,,Y,ANGLE,CLEAR,DARK - LIGHTED,GALLATIN AV & CAROLYN AV,NASHVILLE,TN,EAST,36.19701,-86.74206,12;99,MOTOR VEHICLE IN TRANSPORT;UNKNOWN MOST HARMFUL EVENT,388,37206,1401,21,3,4,240972,-9656081.9496,4327763.6152
20180012508,1/4/2018 11:50:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 48 4 I 24,NASHVILLE,TN,EAST,36.17147,-86.76798,12,MOTOR VEHICLE IN TRANSPORT,389,37206,1102,21,3,11,192872,-9658967.3508,4324241.1028
20180012516,1/5/2018 12:03:00 AM,3,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,I440 E EXT RAMP & I 440,NASHVILLE,TN,WEST,36.12264,-86.80692,12,MOTOR VEHICLE IN TRANSPORT,390,37205,5249,21,3,11,887592,-9663302.1317,4317509.595
20180012538,1/5/2018 12:19:00 AM,2,0,0,,N,ANGLE,CLEAR,DARK - LIGHTED,MM 79 7 I 65,NASHVILLE,TN,MIDTOW,36.10937,-86.77028,12,MOTOR VEHICLE IN TRANSPORT,391,37204,8504,21,3,4,279228,-9659223.3856,4315680.9698
20180012562,1/4/2018 11:11:00 PM,3,0,0,,N,Front to Rear,CLEAR,DUSK,HART LN & DICKERSON PKE,NASHVILLE,TN,EAST,36.22166,-86.76146,12,MOTOR VEHICLE IN TRANSPORT,392,37207,1887,21,5,11,240966,-9658241.5477,4331164.4674
20180012576,1/5/2018 12:33:00 AM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MM 90 4 I 65,MADISON,TN,MADISO,36.24153,-86.75077,18,OTHER OBJECT (NOT FIXED),393,37115,1702,21,3,0,151132,-9657051.5423,4333906.6242
20180012588,1/5/2018 12:35:00 AM,3,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 79 6 I 65,NASHVILLE,TN,MIDTOW,36.10875,-86.76944,12,MOTOR VEHICLE IN TRANSPORT,394,37204,8504,21,3,11,179606,-9659129.8772,4315595.5405
20180012609,1/4/2018 6:00:00 AM,2,0,0,,Y,ANGLE,CLEAR,DARK - NOT LIGHTED,TIMBER RIDGE CIR & PAYSON CT,NASHVILLE,TN,MIDTOW,36.03353,-86.71636,14,PARKED MOTOR VEHICLE,395,37211,8651,21,2,4,206675,-9653221.0386,4305236.0297
20180012615,1/5/2018 12:05:00 AM,2,0,0,,N,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - NOT LIGHTED,OLD SPRINGFIELD PKE & LICKTON PKE,GOODLETTSVILLE,TN,MADISO,36.35247,-86.72942,12,MOTOR VEHICLE IN TRANSPORT,396,37072,2127,21,2,6,109536,-9654674.8712,4349229.7164
20180012621,1/5/2018 12:23:00 AM,2,2,0,Y,N,ANGLE,CLEAR,DARK - NOT LIGHTED,CHARLOTTE PK & I 40 E ENTRANCE RAMP,NASHVILLE,TN,WEST,36.13166,-86.89577,12;27,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST,397,37205,5007,21,2,4,429193,-9673192.8685,4318752.7405
20180012648,1/5/2018 12:00:00 AM,2,1,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,OLD HICKORY BLVD & HICKORY PLZ,NASHVILLE,TN,MIDTOW,36.04526,-86.71704,12,MOTOR VEHICLE IN TRANSPORT,398,37211,8651,21,3,11,240943,-9653296.7359,4306850.8667
20180012657,1/5/2018 12:23:00 AM,2,0,0,,N,,,,LEBANON PKE & MUNN RD,NASHVILLE,TN,HERMIT,36.16786,-86.65865,,,399,37214,9401,,,,206681,-9646796.7908,4323743.2992
20180012666,1/5/2018 1:05:00 AM,2,1,0,,Y,HEAD-ON,CLEAR,DARK - LIGHTED,HIGHWAY 70 S & HIGHWAY 70 S,NASHVILLE,TN,WEST,36.07709,-86.94919,12,MOTOR VEHICLE IN TRANSPORT,400,37221,4811,21,3,2,279112,-9679139.5557,4311234.0284
20180026815,1/9/2018 4:30:00 PM,2,0,0,,N,Front to Rear,FOG,DAYLIGHT,LONE OAK RD & GRANNY WHITE PKE,NASHVILLE,TN,MIDTOW,36.09467,-86.80126,12,MOTOR VEHICLE IN TRANSPORT,401,37215,6401,5,1,11,225773,-9662672.0634,4313655.6492
20180026825,1/9/2018 4:43:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,E TRINITY LN & DICKERSON PKE,NASHVILLE,TN,EAST,36.20589,-86.76861,12,MOTOR VEHICLE IN TRANSPORT,402,37207,1861,21,1,4,665896,-9659037.482,4328988.6264
20180026841,1/9/2018 4:50:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,I440 E EXT RAMP & I 440,NASHVILLE,TN,WEST,36.13663,-86.8221,12,MOTOR VEHICLE IN TRANSPORT,403,37205,5249,22,1,11,476330,-9664991.9616,4319437.772
20180026848,1/9/2018 4:51:00 PM,3,2,0,,N,Front to Rear,CLOUDY,DAYLIGHT,I40 E EXT RAMP & OLD HICKORY BLVD,HERMITAGE,TN,HERMIT,36.17779,-86.60501,12,MOTOR VEHICLE IN TRANSPORT,404,37076,9527,22,1,11,226207,-9640825.6133,4325112.6591
20180026886,1/9/2018 5:00:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,CHARLOTTE PKE & HILLWOOD PRIVATE CV,NASHVILLE,TN,WEST,36.13397,-86.88992,12,MOTOR VEHICLE IN TRANSPORT,405,37205,5007,22,1,11,226622,-9672541.6495,4319071.1301
20180026896,1/9/2018 5:00:00 PM,2,0,0,,N,,,,MM 211 6 I 40,NASHVILLE,TN,HERMIT,36.15078,-86.74978,,,406,37210,82042,,,,727211,-9656941.336,4321388.3508
20180026958,1/9/2018 5:30:00 PM,2,0,0,,N,ANGLE,CLOUDY,DAYLIGHT,BRESSLYN RD & DAVIDSON RD,NASHVILLE,TN,WEST,36.11698,-86.87773,12,MOTOR VEHICLE IN TRANSPORT,407,37205,4917,22,1,4,405391,-9671184.6649,4316729.601
20180026964,1/9/2018 5:33:00 PM,2,0,0,,N,,,,MAGNOLIA BLVD & WEDGEWOOD AV,NASHVILLE,TN,MIDTOW,36.13652,-86.79523,,,408,37212,6619,,,,630627,-9662000.8069,4319422.6099
20180026977,1/9/2018 6:00:00 AM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,FOG,DAYLIGHT,NASHBORO BLVD & NASHBORO BLVD PVTDR,NASHVILLE,TN,HERMIT,36.08866,-86.64385,42,TREE,409,37217,8937,5,1,0,191578,-9645149.2624,4312827.719
20180027038,1/9/2018 5:43:00 PM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,WEST END AV & ELLISTON PL,NASHVILLE,TN,MIDTOW,36.14741,-86.8075,18,OTHER OBJECT (NOT FIXED),410,37212,5717,22,1,0,226136,-9663366.697,4320923.7641
